date,tavg,tmax,tmin,prcp,wspd,pres,rhum,tsun
2016-08-03,25.9,30.9,20.0,0.0,10.7,990.8,63,47901.47
2016-08-04,25.6,30.1,21.4,0.0,9.5,989.7,75,46800.0
2016-08-05,26.7,31.3,22.5,0.3,13.2,986.5,76,46800.0
2016-08-06,25.8,29.4,22.6,0.8,12.8,986.3,62,44072.69
2016-08-07,24.5,29.3,19.0,0.0,14.0,989.1,55,47387.31
2016-08-08,24.8,29.6,19.7,0.0,14.3,990.2,56,47613.91
2016-08-09,25.9,31.3,21.6,6.7,11.4,990.3,74,43377.81
2016-08-10,25.3,29.2,23.3,18.7,9.4,992.6,90,17223.07
2016-08-11,26.4,31.1,23.2,7.9,14.9,991.2,85,36747.09
2016-08-12,27.3,31.2,24.4,4.2,16.1,987.5,80,46638.18
2016-08-13,26.4,29.7,24.8,6.6,24.4,986.3,80,34006.33
2016-08-14,23.7,25.4,22.4,15.1,14.7,991.0,90,6936.21
2016-08-15,24.3,27.2,21.6,5.0,13.8,994.3,87,13334.98
2016-08-16,24.3,27.2,22.3,15.2,27.3,992.2,87,30156.11
2016-08-17,23.5,26.2,21.4,5.6,8.4,993.2,89,24847.54
2016-08-18,23.9,28.1,20.1,2.4,7.9,992.1,83,46800.0
2016-08-19,24.5,28.6,20.3,0.3,11.1,988.6,80,46800.0
2016-08-20,23.8,27.7,20.4,10.5,20.6,984.0,86,39600.0
2016-08-21,22.2,25.0,19.4,0.5,20.5,985.0,73,41860.68
2016-08-22,20.0,23.8,15.0,0.0,10.2,994.6,69,45647.97
2016-08-23,21.8,26.6,15.0,0.0,7.7,998.0,64,46800.0
2016-08-24,23.3,28.4,18.1,0.4,18.0,994.3,73,33171.32
2016-08-25,26.2,30.4,23.2,3.7,16.8,991.1,81,34187.31
2016-08-26,25.9,30.2,22.0,0.0,8.4,993.3,78,46800.0
2016-08-27,26.2,31.6,22.0,0.4,12.0,993.6,74,46800.0
2016-08-28,25.8,30.9,21.1,5.2,6.2,995.1,81,43151.86
2016-08-29,25.7,30.3,22.2,0.0,11.8,996.0,75,46695.68
2016-08-30,24.7,30.4,18.6,0.0,9.4,993.7,63,46639.51
2016-08-31,24.2,28.1,21.1,1.2,10.5,989.0,75,29392.95
2016-09-01,20.8,23.9,17.3,0.0,18.1,990.5,63,45976.09
2016-09-02,20.0,24.7,15.3,0.0,20.9,994.0,66,45913.16
2016-09-03,20.6,26.3,14.9,0.0,14.2,994.8,62,46100.53
2016-09-04,21.6,27.9,14.9,0.0,8.0,996.2,59,45947.9
2016-09-05,23.1,30.1,15.8,0.0,8.0,996.2,60,45795.14
2016-09-06,25.6,31.1,19.5,0.0,15.3,994.7,64,45363.84
2016-09-07,27.3,32.5,22.5,1.0,14.5,992.6,66,45489.61
2016-09-08,26.8,30.9,23.6,2.9,21.3,988.0,69,38049.36
2016-09-09,24.8,28.0,22.1,16.4,10.1,988.6,81,36142.87
2016-09-10,24.7,31.1,20.3,18.7,29.0,986.7,82,37892.94
2016-09-11,19.0,22.9,15.3,0.0,18.1,994.2,68,44880.32
2016-09-12,19.6,25.7,13.7,0.0,8.6,994.5,65,44727.03
2016-09-13,21.7,27.7,15.1,0.0,10.6,993.1,63,44391.79
2016-09-14,20.9,26.8,16.0,1.2,15.6,994.5,75,41897.39
2016-09-15,20.2,25.2,15.7,0.0,11.5,995.9,62,42962.2
2016-09-16,22.4,29.3,15.4,0.0,10.9,992.6,65,39248.68
2016-09-17,23.6,27.8,21.4,1.9,25.7,989.8,78,23806.5
2016-09-18,22.1,26.8,19.1,0.8,10.7,989.1,84,25067.04
2016-09-19,22.5,27.9,16.9,0.0,9.0,990.7,71,42074.47
2016-09-20,23.2,29.6,17.4,0.0,8.4,993.9,59,42452.73
2016-09-21,23.0,29.5,16.8,0.0,8.6,994.8,63,41633.67
2016-09-22,23.5,30.1,16.6,0.0,9.5,992.6,63,41413.36
2016-09-23,24.8,30.6,18.8,0.0,10.6,991.1,61,40953.9
2016-09-24,22.2,25.7,18.7,0.0,14.4,993.7,69,39784.16
2016-09-25,20.5,26.6,14.5,0.0,12.0,993.2,53,40713.02
2016-09-26,18.7,22.2,14.4,5.5,18.9,988.7,61,26493.21
2016-09-27,17.1,23.4,10.7,0.0,24.3,986.2,51,40772.77
2016-09-28,15.3,17.2,13.8,16.3,13.9,985.2,70,14016.0
2016-09-29,15.5,19.5,12.2,9.6,11.6,990.2,89,22167.61
2016-09-30,16.5,17.8,15.5,21.3,23.0,989.9,94,0.0
2016-10-01,15.7,19.3,12.5,0.7,14.2,990.2,85,38251.04
2016-10-02,16.3,20.7,13.3,0.5,14.9,990.1,80,35055.43
2016-10-03,16.2,21.2,10.9,0.0,10.2,991.5,76,39746.55
2016-10-04,18.3,24.8,12.8,0.0,12.5,993.1,70,39783.3
2016-10-05,19.9,25.6,15.8,0.0,15.5,993.9,68,39600.0
2016-10-06,19.9,25.8,14.8,0.0,12.7,995.1,67,39600.0
2016-10-07,19.3,25.8,13.2,0.0,13.0,992.3,74,39565.76
2016-10-08,15.2,17.8,12.2,0.0,22.3,993.8,61,39470.42
2016-10-09,11.9,16.7,7.5,0.0,18.5,999.3,58,39375.49
2016-10-10,11.5,17.5,6.2,0.0,8.2,1001.6,67,39281.07
2016-10-11,12.7,18.9,7.2,0.0,11.4,998.6,63,39187.29
2016-10-12,16.8,24.1,9.6,0.0,18.9,993.4,62,39094.24
2016-10-13,14.3,18.2,9.0,2.5,18.0,995.1,67,35402.04
2016-10-14,10.9,16.9,5.8,0.0,11.0,998.8,65,38910.8
2016-10-15,15.7,23.8,8.3,0.0,18.9,994.9,69,38301.16
2016-10-16,20.1,25.4,16.2,0.6,21.6,991.0,70,37422.37
2016-10-17,22.2,26.9,18.1,0.0,27.2,986.0,66,36399.93
2016-10-18,23.3,27.5,20.2,0.5,28.8,983.3,65,25945.51
2016-10-19,20.8,24.5,16.9,2.2,13.4,990.0,75,34258.02
2016-10-20,16.6,19.8,13.3,35.4,18.8,987.1,90,14754.96
2016-10-21,10.8,13.0,9.2,12.2,28.8,986.2,82,2451.37
2016-10-22,8.7,11.0,7.1,0.0,21.8,989.7,58,33338.43
2016-10-23,13.4,19.8,7.3,0.0,25.8,989.4,61,37751.42
2016-10-24,12.4,17.2,7.6,0.0,23.8,995.3,68,36854.03
2016-10-25,8.1,12.6,3.5,0.0,11.6,1001.6,67,31386.39
2016-10-26,9.5,13.3,6.1,0.1,18.0,998.6,58,27253.43
2016-10-27,11.9,14.2,8.3,5.4,22.5,992.2,73,361.53
2016-10-28,10.1,14.8,6.4,0.0,13.3,997.7,67,35907.18
2016-10-29,16.9,24.3,10.9,0.0,23.1,990.7,69,35954.32
2016-10-30,16.1,20.1,10.4,2.8,19.1,990.3,77,18752.77
2016-10-31,10.5,14.3,7.2,0.0,15.5,994.5,65,35597.68
2016-11-01,17.2,25.3,10.3,0.0,20.1,991.5,69,35631.52
2016-11-02,19.3,25.2,14.4,0.0,16.5,994.9,69,34066.93
2016-11-03,17.4,19.6,12.3,0.8,18.4,993.0,76,17605.78
2016-11-04,10.7,13.1,8.5,0.0,12.1,999.5,76,18257.55
2016-11-05,9.4,15.2,4.4,0.0,8.4,1000.7,72,35409.08
2016-11-06,11.1,18.2,5.3,0.0,8.9,1000.6,75,35284.85
2016-11-07,11.7,19.7,5.9,0.0,10.7,1000.3,70,35215.77
2016-11-08,11.7,17.3,6.9,3.5,15.6,994.7,74,15922.09
2016-11-09,8.4,10.9,4.6,0.0,22.6,994.0,73,7721.7
2016-11-10,7.9,14.5,2.2,0.0,20.4,993.4,67,35010.03
2016-11-11,8.9,12.4,5.5,0.0,23.4,992.4,61,27741.25
2016-11-12,4.4,8.6,-0.1,0.0,15.3,1001.6,65,34872.05
2016-11-13,4.6,12.2,-1.4,0.0,9.2,996.4,64,34802.51
2016-11-14,5.3,13.1,-1.0,0.0,12.1,989.7,61,34732.74
2016-11-15,6.5,14.1,0.5,0.0,12.0,985.9,68,34285.5
2016-11-16,8.2,13.3,4.3,0.0,10.4,986.3,85,32068.64
2016-11-17,10.0,18.2,3.6,0.0,14.6,990.1,78,34032.77
2016-11-18,15.0,22.4,9.0,0.0,21.7,989.2,62,34073.78
2016-11-19,6.5,16.2,1.5,5.8,33.7,989.3,62,20486.49
2016-11-20,1.0,2.3,-0.5,0.0,26.4,994.1,56,13212.03
2016-11-21,-0.5,3.3,-3.4,0.0,18.1,995.8,58,33515.66
2016-11-22,-0.8,3.6,-4.2,0.0,9.7,998.9,68,33553.96
2016-11-23,2.0,5.8,-2.4,1.7,13.7,994.8,63,440.27
2016-11-24,7.9,9.3,5.8,2.4,14.7,992.8,88,0.0
2016-11-25,4.1,5.7,3.0,0.0,12.4,997.9,79,0.0
2016-11-26,4.2,6.2,3.0,0.0,16.6,999.0,71,9099.45
2016-11-27,3.6,8.8,-1.1,0.0,15.2,994.6,74,32705.51
2016-11-28,7.6,12.5,2.7,8.1,32.4,983.5,60,3112.91
2016-11-29,12.1,15.2,10.0,6.2,31.1,977.9,80,31883.45
2016-11-30,12.2,16.0,6.8,2.7,22.7,976.8,79,11120.53
2016-12-01,4.3,5.9,3.5,0.0,23.4,984.8,60,6700.1
2016-12-02,3.3,4.4,2.1,0.1,18.8,993.2,68,7847.24
2016-12-03,1.6,3.9,-2.2,0.0,11.9,999.0,75,18000.0
2016-12-04,2.0,5.0,-0.1,7.1,15.6,992.7,76,4779.07
2016-12-05,2.8,5.0,0.2,0.1,22.2,990.0,82,16810.08
2016-12-06,3.8,7.2,0.4,16.9,18.9,981.9,86,0.0
2016-12-07,0.9,3.6,-2.5,0.0,19.4,991.5,65,32400.0
2016-12-08,-2.9,0.7,-5.5,0.0,24.0,995.9,56,24247.85
2016-12-09,-4.2,-1.2,-6.2,0.0,19.3,1003.8,57,18032.41
2016-12-10,-4.0,-2.2,-6.0,0.0,14.0,1005.3,58,18000.0
2016-12-11,-1.0,1.5,-3.7,6.2,18.5,995.1,65,0.0
2016-12-12,1.2,3.9,-2.3,4.1,21.7,987.9,82,8967.56
2016-12-13,-1.5,0.1,-3.3,4.9,14.3,992.6,80,0.0
2016-12-14,-7.7,-4.2,-12.0,0.0,21.3,994.5,70,32400.0
2016-12-15,-14.0,-9.8,-16.8,0.0,24.7,999.6,65,32400.0
2016-12-16,-9.5,-3.7,-15.0,0.0,16.3,997.8,48,8841.33
2016-12-17,4.8,11.5,-3.2,20.2,22.5,978.4,91,0.0
2016-12-18,-2.6,1.2,-5.1,12.8,21.9,993.3,74,2107.4
2016-12-19,-5.9,-3.3,-8.1,0.0,11.1,1011.1,62,32400.0
2016-12-20,-3.9,2.7,-8.6,0.0,19.2,1002.1,60,32400.0
2016-12-21,-1.2,3.6,-4.4,0.0,14.7,994.8,63,26606.25
2016-12-22,0.5,3.5,-2.9,0.0,23.7,994.8,73,12573.11
2016-12-23,-0.1,3.4,-3.9,0.7,13.2,999.9,75,340.2
2016-12-24,4.3,5.7,1.4,4.2,21.3,994.6,89,825.1
2016-12-25,3.0,5.6,0.6,0.0,14.6,1001.6,92,2238.32
2016-12-26,13.1,19.1,4.9,1.0,31.4,993.9,89,26108.71
2016-12-27,4.2,15.5,-0.3,6.5,24.8,991.7,65,32400.0
2016-12-28,0.5,4.9,-3.0,0.2,17.0,992.4,69,32400.0
2016-12-29,2.4,5.2,-0.3,1.8,29.5,982.5,72,32400.0
2016-12-30,-1.0,0.6,-2.6,0.2,28.3,988.3,66,30809.75
2016-12-31,2.3,5.5,-2.4,2.1,30.8,984.1,64,17707.51
2017-01-01,2.6,6.6,-2.7,1.0,15.5,992.6,80,32400.0
2017-01-02,7.6,11.1,4.5,0.7,10.1,992.0,90,677.68
2017-01-03,10.1,12.0,7.6,22.8,14.7,979.2,97,0.0
2017-01-04,-1.1,7.4,-7.0,0.6,27.7,984.6,64,32400.0
2017-01-05,-6.3,-3.5,-8.6,2.1,15.3,989.1,53,8030.57
2017-01-06,-11.0,-8.1,-14.9,0.0,14.2,995.0,49,32306.72
2017-01-07,-12.1,-8.9,-14.6,0.0,16.2,1003.1,43,32546.77
2017-01-08,-10.5,-6.3,-13.2,0.0,17.1,1009.1,54,29502.36
2017-01-09,-5.2,1.2,-11.2,0.0,19.5,1004.8,43,26560.64
2017-01-10,3.5,10.3,-2.2,5.6,40.7,989.5,68,0.0
2017-01-11,6.6,13.6,-3.2,8.7,33.7,990.0,89,16479.66
2017-01-12,12.2,17.0,2.0,16.4,33.4,988.5,88,264.28
2017-01-13,0.1,3.0,-2.2,0.0,16.2,1008.4,66,25860.38
2017-01-14,-0.6,0.3,-2.7,2.8,10.8,1004.4,66,0.0
2017-01-15,-0.1,3.3,-3.2,0.0,9.5,1001.9,78,18531.38
2017-01-16,2.3,6.4,-3.1,2.9,9.0,997.8,85,0.0
2017-01-17,11.4,16.0,6.6,19.3,27.5,986.7,86,19259.09
2017-01-18,4.9,7.8,3.0,0.4,20.5,992.0,80,2068.03
2017-01-19,4.7,8.7,2.0,0.0,12.0,990.1,81,19362.68
2017-01-20,9.1,14.5,3.8,13.7,23.4,979.5,88,10613.96
2017-01-21,10.7,16.0,5.1,0.5,17.6,979.3,91,18495.23
2017-01-22,12.0,16.9,7.2,1.7,16.1,974.6,84,18000.0
2017-01-23,9.5,11.9,6.8,10.5,17.3,973.0,88,0.0
2017-01-24,5.4,6.9,3.5,2.2,16.7,980.9,86,0.0
2017-01-25,6.3,12.5,1.3,3.8,22.8,978.3,82,25995.09
2017-01-26,2.7,5.2,-0.4,0.6,35.5,979.7,69,15981.09
2017-01-27,-0.3,1.9,-1.7,0.9,25.2,985.3,66,17073.73
2017-01-28,-1.0,2.7,-3.6,0.0,26.1,982.4,64,14553.48
2017-01-29,-1.3,0.9,-3.7,0.1,15.0,981.8,64,22098.13
2017-01-30,-3.3,-0.5,-5.9,0.1,18.0,986.4,60,30589.47
2017-01-31,3.5,6.2,-1.3,2.6,34.0,980.5,61,13684.73
2017-02-01,2.7,5.2,-0.3,0.9,17.1,989.6,72,3804.36
2017-02-02,-1.6,0.5,-4.8,0.0,18.4,997.2,58,34584.12
2017-02-03,-4.4,-0.9,-6.3,0.0,23.8,1000.5,45,31746.53
2017-02-04,-4.5,0.9,-9.8,0.0,13.8,1001.3,38,32494.93
2017-02-05,2.6,8.1,-2.2,0.0,23.7,989.2,50,32717.65
2017-02-06,3.8,12.6,-4.2,3.9,14.8,990.0,80,33451.01
2017-02-07,13.3,15.2,10.9,19.0,31.9,976.0,91,820.47
2017-02-08,5.4,12.2,-0.6,2.4,23.8,980.7,79,11629.91
2017-02-09,-4.7,-1.0,-8.5,0.9,28.3,992.4,64,14310.87
2017-02-10,-2.8,4.5,-8.8,0.0,23.1,994.9,42,23466.57
2017-02-11,9.4,16.3,3.0,0.4,16.8,985.7,71,25781.91
2017-02-12,9.5,14.7,3.0,9.1,37.5,985.2,76,24136.45
2017-02-13,1.6,6.6,-2.0,0.0,26.7,995.9,57,37033.03
2017-02-14,4.2,10.2,-1.9,0.0,24.0,984.8,60,32714.5
2017-02-15,1.9,4.2,-1.9,0.0,27.2,979.8,59,32917.36
2017-02-16,-1.2,2.7,-4.1,0.0,18.3,986.0,58,36278.73
2017-02-17,5.6,15.2,-2.1,0.0,15.5,983.0,66,36000.0
2017-02-18,10.5,17.4,3.8,0.0,21.5,982.5,64,37761.04
2017-02-19,9.7,16.0,5.4,0.0,12.3,989.4,86,29459.15
2017-02-20,7.5,15.6,1.9,0.0,11.2,995.3,88,24333.42
2017-02-21,11.7,18.9,5.2,0.0,14.7,989.5,77,19763.68
2017-02-22,13.2,17.0,11.1,2.5,16.8,985.3,89,6791.48
2017-02-23,15.2,19.2,12.4,5.3,18.4,981.9,87,22157.23
2017-02-24,16.8,22.9,12.4,3.8,32.1,978.2,78,38611.05
2017-02-25,4.9,15.2,-1.5,2.4,31.4,980.7,62,15792.04
